Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
1995,Literature,The Nobel Prize in Literature 1995,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",01-Jan,672,Individual,Seamus Heaney,13/04/1939,Casteld??wson,Northern Ireland,Male,,,,30/08/2013,Dublin,Ireland,1939,56,50-60
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,for their discoveries concerning the genetic control of early embryonic development,01-Mar,452,Individual,Edward B. Lewis,20/05/1918,"Wilkes-Barre, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,21/07/2004,"Pasadena, CA",United States of America,1918,77,70+
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,for their discoveries concerning the genetic control of early embryonic development,01-Mar,453,Individual,Christiane N??sslein-Volhard,20/10/1942,Magdeburg,Germany,Female,Max-Planck-Institut f??r Entwicklungsbiologie,T??bingen,Federal Republic of Germany,,,Alive,1942,53,50-60
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,for their discoveries concerning the genetic control of early embryonic development,01-Mar,454,Individual,Eric F. Wieschaus,08/06/1947,"South Bend, IN",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,Alive,1947,48,40-50
1995,Peace,The Nobel Peace Prize 1995,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",01-Feb,560,Individual,Joseph Rotblat,04/11/1908,Warsaw,Russian Empire (Poland),Male,,,,31/08/2005,London,United Kingdom,1908,87,70+
1995,Peace,The Nobel Peace Prize 1995,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",01-Feb,561,Organization,Pugwash Conferences on Science and World Affairs,,,,,,,,,,Other,,,
1995,Physics,The Nobel Prize in Physics 1995,for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the discovery of the tau lepton,01-Feb,147,Individual,Martin L. Perl,24/06/1927,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,30/09/2014,"Palo Alto, CA",United States of America,1927,68,60-70
1995,Physics,The Nobel Prize in Physics 1995,for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the detection of the neutrino,01-Feb,148,Individual,Frederick Reines,16/03/1918,"Paterson, NJ",United States of America,Male,University of California,"Irvine, CA",United States of America,26/08/1998,"Orange, CA",United States of America,1918,77,70+
1996,Chemistry,The Nobel Prize in Chemistry 1996,for their discovery of fullerenes,01-Mar,284,Individual,Robert F. Curl Jr.,23/08/1933,"Alice, TX",United States of America,Male,Rice University,"Houston, TX",United States of America,,,Alive,1933,63,60-70
1996,Chemistry,The Nobel Prize in Chemistry 1996,for their discovery of fullerenes,01-Mar,285,Individual,Sir Harold W. Kroto,07/10/1939,Wisbech,United Kingdom,Male,University of Sussex,Brighton,United Kingdom,30/04/2016,"Lewes, East Sussex",United Kingdom,1939,57,50-60
1996,Chemistry,The Nobel Prize in Chemistry 1996,for their discovery of fullerenes,01-Mar,286,Individual,Richard E. Smalley,06/06/1943,"Akron, OH",United States of America,Male,Rice University,"Houston, TX",United States of America,28/10/2005,"Houston, TX",United States of America,1943,53,50-60
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,for their fundamental contributions to the economic theory of incentives under asymmetric information,01-Feb,715,Individual,James A. Mirrlees,05/07/1936,Minnigaff,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,,,Alive,1936,60,60-70
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,for their fundamental contributions to the economic theory of incentives under asymmetric information,01-Feb,716,Individual,William Vickrey,21/06/1914,"Victoria, BC",Canada,Male,Columbia University,"New York, NY",United States of America,11/10/1996,"Harrison, NY",United States of America,1914,82,70+
1996,Literature,The Nobel Prize in Literature 1996,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,01-Jan,673,Individual,Wislawa Szymborska,02/07/1923,Bnin (K??rnik),Poland,Female,,,,01/02/2012,Krak??w,Poland,1923,73,70+
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,for their discoveries concerning the specificity of the cell mediated immune defence,01-Feb,455,Individual,Peter C. Doherty,15/10/1940,Brisbane,Australia,Male,St. Jude Children's Research Hospital,"Memphis, TN",United States of America,,,Alive,1940,56,50-60
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,for their discoveries concerning the specificity of the cell mediated immune defence,01-Feb,456,Individual,Rolf M. Zinkernagel,06/01/1944,Basel,Switzerland,Male,"University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,,,Alive,1944,52,50-60
1996,Peace,The Nobel Peace Prize 1996,for their work towards a just and peaceful solution to the conflict in East Timor,01-Feb,562,Individual,Carlos Filipe Ximenes Belo,03/02/1948,Wailacama,East Timor,Male,,,,,,Alive,1948,48,40-50
1996,Peace,The Nobel Peace Prize 1996,for their work towards a just and peaceful solution to the conflict in East Timor,01-Feb,563,Individual,Jos?? Ramos-Horta,26/12/1949,Dili,East Timor,Male,,,,,,Alive,1949,47,40-50
1996,Physics,The Nobel Prize in Physics 1996,for their discovery of superfluidity in helium-3,01-Mar,149,Individual,David M. Lee,20/01/1931,"Rye, NY",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,,,Alive,1931,65,60-70
1996,Physics,The Nobel Prize in Physics 1996,for their discovery of superfluidity in helium-3,01-Mar,150,Individual,Douglas D. Osheroff,01/08/1945,"Aberdeen, WA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,Alive,1945,51,50-60
1996,Physics,The Nobel Prize in Physics 1996,for their discovery of superfluidity in helium-3,01-Mar,151,Individual,Robert C. Richardson,26/06/1937,"Washington, DC",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,19/02/2013,"Ithaca, NY",United States of America,1937,59,50-60
1997,Chemistry,The Nobel Prize in Chemistry 1997,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),01-Apr,287,Individual,Paul D. Boyer,31/07/1918,"Provo, UT",United States of America,Male,University of California,"Los Angeles, CA",United States of America,,,Alive,1918,79,70+
1997,Chemistry,The Nobel Prize in Chemistry 1997,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),01-Apr,288,Individual,John E. Walker,07/01/1941,Halifax,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,Alive,1941,56,50-60
1997,Chemistry,The Nobel Prize in Chemistry 1997,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",01-Feb,289,Individual,Jens C. Skou,08/10/1918,Lemvig,Denmark,Male,Aarhus University,Aarhus,Denmark,,,Alive,1918,79,70+
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,for a new method to determine the value of derivatives,01-Feb,717,Individual,Robert C. Merton,31/07/1944,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,Alive,1944,53,50-60
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,for a new method to determine the value of derivatives,01-Feb,718,Individual,Myron S. Scholes,01/07/1941,"Timmins, ON",Canada,Male,Long Term Capital Management,"Greenwich, CT",United States of America,,,Alive,1941,56,50-60
1997,Literature,The Nobel Prize in Literature 1997,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,01-Jan,674,Individual,Dario Fo,24/03/1926,Leggiuno-Sangiano,Italy,Male,,,,13/10/2016,Milano,Italy,1926,71,70+
1997,Medicine,The Nobel Prize in Physiology or Medicine 1997,for his discovery of Prions - a new biological principle of infection,01-Jan,457,Individual,Stanley B. Prusiner,28/05/1942,"Des Moines, IA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,Alive,1942,55,50-60
1997,Peace,The Nobel Peace Prize 1997,for their work for the banning and clearing of anti-personnel mines,01-Feb,564,Organization,International Campaign to Ban Landmines (ICBL),,,,,,,,,,Other,,,
1997,Peace,The Nobel Peace Prize 1997,for their work for the banning and clearing of anti-personnel mines,01-Feb,565,Individual,Jody Williams,09/10/1950,"Putney, VT",United States of America,Female,,,,,,Alive,1950,47,40-50
1997,Physics,The Nobel Prize in Physics 1997,for development of methods to cool and trap atoms with laser light,01-Mar,152,Individual,Steven Chu,28/02/1948,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,Alive,1948,49,40-50
1997,Physics,The Nobel Prize in Physics 1997,for development of methods to cool and trap atoms with laser light,01-Mar,153,Individual,Claude Cohen-Tannoudji,01/04/1933,Constantine,French Algeria (Algeria),Male,Coll??ge de France,Paris,France,,,Alive,1933,64,60-70
1997,Physics,The Nobel Prize in Physics 1997,for development of methods to cool and trap atoms with laser light,01-Mar,154,Individual,William D. Phillips,05/11/1948,"Wilkes-Barre, PA",United States of America,Male,National Institute of Standards and Technology,"Gaithersburg, MD",United States of America,,,Alive,1948,49,40-50
1998,Chemistry,The Nobel Prize in Chemistry 1998,for his development of the density-functional theory,01-Feb,290,Individual,Walter Kohn,09/03/1923,Vienna,Austria,Male,University of California,"Santa Barbara, CA",United States of America,19/04/2016,"Santa Barbara, CA",United States of America,1923,75,70+
1998,Chemistry,The Nobel Prize in Chemistry 1998,for his development of computational methods in quantum chemistry,01-Feb,291,Individual,John A. Pople,31/10/1925,Burnham-on-Sea,United Kingdom,Male,Northwestern University,"Evanston, IL",United States of America,15/03/2004,"Chicago, IL",United States of America,1925,73,70+
1998,Economics,The Sveriges Riksbank Prize in Economic Sciences 1998,for his contributions to welfare economics,01-Jan,719,Individual,Amartya Sen,03/11/1933,Santiniketan,India,Male,Trinity College,Cambridge,United Kingdom,,,Alive,1933,65,60-70
1998,Literature,The Nobel Prize in Literature 1998,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",01-Jan,675,Individual,Jos?? Saramago,16/11/1922,Azinhaga,Portugal,Male,,,,18/06/2010,Lanzarote,Spain,1922,76,70+
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,01-Mar,458,Individual,Robert F. Furchgott,04/06/1916,"Charleston, SC",United States of America,Male,SUNY Health Science Center,"Brooklyn, NY",United States of America,19/05/2009,"Seattle, WA",United States of America,1916,82,70+
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,01-Mar,459,Individual,Louis J. Ignarro,31/05/1941,"Brooklyn, NY",United States of America,Male,University of California School of Medicine,"Los Angeles, CA",United States of America,,,Alive,1941,57,50-60
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,01-Mar,460,Individual,Ferid Murad,14/09/1936,"Whiting, IN",United States of America,Male,University of Texas Medical School at Houston,"Houston, TX",United States of America,,,Alive,1936,62,60-70
1998,Peace,The Nobel Peace Prize 1998,for their efforts to find a peaceful solution to the conflict in Northern Ireland,01-Feb,566,Individual,John Hume,18/01/1937,Londonderry,Northern Ireland,Male,,,,,,Alive,1937,61,60-70
1998,Peace,The Nobel Peace Prize 1998,for their efforts to find a peaceful solution to the conflict in Northern Ireland,01-Feb,567,Individual,David Trimble,15/10/1944,Belfast,Northern Ireland,Male,,,,,,Alive,1944,54,50-60
1998,Physics,The Nobel Prize in Physics 1998,for their discovery of a new form of quantum fluid with fractionally charged excitations,01-Mar,155,Individual,Robert B. Laughlin,01/11/1950,"Visalia, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,Alive,1950,48,40-50
1998,Physics,The Nobel Prize in Physics 1998,for their discovery of a new form of quantum fluid with fractionally charged excitations,01-Mar,156,Individual,Horst L. St??rmer,06/04/1949,Frankfurt-on-the-Main,West Germany (Germany),Male,Columbia University,"New York, NY",United States of America,,,Alive,1949,49,40-50
1998,Physics,The Nobel Prize in Physics 1998,for their discovery of a new form of quantum fluid with fractionally charged excitations,01-Mar,157,Individual,Daniel C. Tsui,28/02/1939,Henan,China,Male,Princeton University,"Princeton, NJ",United States of America,,,Alive,1939,59,50-60
1999,Chemistry,The Nobel Prize in Chemistry 1999,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,01-Jan,292,Individual,Ahmed H. Zewail,26/02/1946,Damanhur,Egypt,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,02/08/2016,,Alive,1946,53,50-60
1999,Economics,The Sveriges Riksbank Prize in Economic Sciences 1999,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,01-Jan,720,Individual,Robert A. Mundell,24/10/1932,"Kingston, ON",Canada,Male,Columbia University,"New York, NY",United States of America,,,Alive,1932,67,60-70
1999,Literature,The Nobel Prize in Literature 1999,whose frolicsome black fables portray the forgotten face of history,01-Jan,676,Individual,G??nter Grass,16/10/1927,Danzig (Gdansk),Free City of Danzig (Poland),Male,,,,13/04/2015,L??beck,Germany,1927,72,70+
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,01-Jan,461,Individual,G??nter Blobel,21/05/1936,Waltersdorf (Niegoslawice),Germany (Poland),Male,Rockefeller University,"New York, NY",United States of America,,,Alive,1936,63,60-70
1999,Peace,The Nobel Peace Prize 1999,in recognition of the organization's pioneering humanitarian work on several continents,01-Jan,568,Organization,M??decins Sans Fronti??res,,,,,,,,,,Other,,,
1999,Physics,The Nobel Prize in Physics 1999,for elucidating the quantum structure of electroweak interactions in physics,01-Feb,158,Individual,Gerardus 't Hooft,05/07/1946,Den Helder,Netherlands,Male,Utrecht University,Utrecht,Netherlands,,,Alive,1946,53,50-60
1999,Physics,The Nobel Prize in Physics 1999,for elucidating the quantum structure of electroweak interactions in physics,01-Feb,159,Individual,Martinus J.G. Veltman,27/06/1931,Waalwijk,Netherlands,Male,,Bilthoven,Netherlands,,,Alive,1931,68,60-70
2000,Chemistry,The Nobel Prize in Chemistry 2000,for the discovery and development of conductive polymers,01-Mar,729,Individual,Alan J. Heeger,22/01/1936,"Sioux City, IA",United States of America,Male,University of California,"Santa Barbara, CA",United States of America,,,Alive,1936,64,60-70
2000,Chemistry,The Nobel Prize in Chemistry 2000,for the discovery and development of conductive polymers,01-Mar,730,Individual,Alan G. MacDiarmid,14/04/1927,Masterton,New Zealand,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,07/02/2007,"Drexel Hill, PA",United States of America,1927,73,70+
2000,Chemistry,The Nobel Prize in Chemistry 2000,for the discovery and development of conductive polymers,01-Mar,731,Individual,Hideki Shirakawa,20/08/1936,Tokyo,Japan,Male,University of Tsukuba,Tokyo,Japan,,,Alive,1936,64,60-70
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,for his development of theory and methods for analyzing selective samples,01-Feb,732,Individual,James J. Heckman,19/04/1944,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,Alive,1944,56,50-60
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,for his development of theory and methods for analyzing discrete choice,01-Feb,733,Individual,Daniel L. McFadden,29/07/1937,"Raleigh, NC",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,Alive,1937,63,60-70
2000,Literature,The Nobel Prize in Literature 2000,"for an ??uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",01-Jan,734,Individual,Gao Xingjian,04/01/1940,Ganzhou,China,Male,,,,,,Alive,1940,60,60-70
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,for their discoveries concerning signal transduction in the nervous system,01-Mar,722,Individual,Arvid Carlsson,25/01/1923,Uppsala,Sweden,Male,G??teborg University,Gothenburg,Sweden,,,Alive,1923,77,70+
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,for their discoveries concerning signal transduction in the nervous system,01-Mar,723,Individual,Paul Greengard,11/12/1925,"New York, NY",United States of America,Male,Rockefeller University,"New York, NY",United States of America,,,Alive,1925,75,70+
2000,Medicine,The Nobel Prize in Physiology or Medicine 2000,for their discoveries concerning signal transduction in the nervous system,01-Mar,724,Individual,Eric R. Kandel,07/11/1929,Vienna,Austria,Male,Columbia University,"New York, NY",United States of America,,,Alive,1929,71,70+
2000,Peace,The Nobel Peace Prize 2000,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",01-Jan,725,Individual,Kim Dae-jung,03/12/1925,Mokpo,Korea (South Korea),Male,,,,18/08/2009,,Alive,1925,75,70+
2000,Physics,The Nobel Prize in Physics 2000,for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics,01-Apr,726,Individual,Zhores I. Alferov,15/03/1930,"Vitebsk, Belorussia",Union of Soviet Socialist Republics (Belarus),Male,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,,,Alive,1930,70,70+
2000,Physics,The Nobel Prize in Physics 2000,for basic work on information and communication technology; for developing semiconductor heterostructures used in high-speed- and opto-electronics,01-Apr,727,Individual,Herbert Kroemer,25/08/1928,Weimar,Germany,Male,University of California,"Santa Barbara, CA",United States of America,,,Alive,1928,72,70+
2000,Physics,The Nobel Prize in Physics 2000,for basic work on information and communication technology; for his part in the invention of the integrated circuit,01-Feb,728,Individual,Jack S. Kilby,08/11/1923,"Jefferson City, MO",United States of America,Male,Texas Instruments,"Dallas, TX",United States of America,20/06/2005,"Dallas, TX",United States of America,1923,77,70+
2001,Chemistry,The Nobel Prize in Chemistry 2001,for their work on chirally catalysed hydrogenation reactions,01-Apr,741,Individual,William S. Knowles,01/06/1917,"Taunton, MA",United States of America,Male,,"St. Louis, MO",United States of America,13/06/2012,"Chesterfield, MO",United States of America,1917,84,70+
2001,Chemistry,The Nobel Prize in Chemistry 2001,for their work on chirally catalysed hydrogenation reactions,01-Apr,742,Individual,Ryoji Noyori,03/09/1938,Kobe,Japan,Male,Nagoya University,Nagoya,Japan,,,Alive,1938,63,60-70
2001,Chemistry,The Nobel Prize in Chemistry 2001,for his work on chirally catalysed oxidation reactions,01-Feb,743,Individual,K. Barry Sharpless,28/04/1941,"Philadelphia, PA",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,Alive,1941,60,60-70
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,for their analyses of markets with asymmetric information,01-Mar,744,Individual,George A. Akerlof,17/06/1940,"New Haven, CT",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,Alive,1940,61,60-70
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,for their analyses of markets with asymmetric information,01-Mar,745,Individual,A. Michael Spence,1943-00-00,"Montclair, NJ",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,Alive,1943,58,50-60
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,for their analyses of markets with asymmetric information,01-Mar,746,Individual,Joseph E. Stiglitz,09/02/1943,"Gary, IN",United States of America,Male,Columbia University,"New York, NY",United States of America,,,Alive,1943,58,50-60
2001,Literature,The Nobel Prize in Literature 2001,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,01-Jan,747,Individual,Sir Vidiadhar Surajprasad Naipaul,17/08/1932,,Trinidad,Male,,,,,,Alive,1932,69,60-70
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,for their discoveries of key regulators of the cell cycle,01-Mar,735,Individual,Leland H. Hartwell,30/10/1939,"Los Angeles, CA",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,Alive,1939,62,60-70
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,for their discoveries of key regulators of the cell cycle,01-Mar,736,Individual,Tim Hunt,19/02/1943,Neston,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,Alive,1943,58,50-60
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,for their discoveries of key regulators of the cell cycle,01-Mar,737,Individual,Sir Paul M. Nurse,25/01/1949,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,Alive,1949,52,50-60
2001,Peace,The Nobel Peace Prize 2001,for their work for a better organized and more peaceful world,01-Feb,748,Organization,United Nations (U.N.),,,,,,,,,,Other,,,
2001,Peace,The Nobel Peace Prize 2001,for their work for a better organized and more peaceful world,01-Feb,749,Individual,Kofi Annan,08/04/1938,Kumasi,Gold Coast (Ghana),Male,,,,,,Alive,1938,63,60-70
2001,Physics,The Nobel Prize in Physics 2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",01-Mar,738,Individual,Eric A. Cornell,19/12/1961,"Palo Alto, CA",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,Alive,1961,40,40-50
2001,Physics,The Nobel Prize in Physics 2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",01-Mar,739,Individual,Wolfgang Ketterle,21/10/1957,Heidelberg,West Germany (Germany),Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,Alive,1957,44,40-50
2001,Physics,The Nobel Prize in Physics 2001,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",01-Mar,740,Individual,Carl E. Wieman,26/03/1951,"Corvallis, OR",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,Alive,1951,50,50-60
2002,Chemistry,The Nobel Prize in Chemistry 2002,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,01-Apr,756,Individual,John B. Fenn,15/06/1917,"New York, NY",United States of America,Male,Virginia Commonwealth University,"Richmond, VA",United States of America,10/12/2010,"Richmond, VA",United States of America,1917,85,70+
2002,Chemistry,The Nobel Prize in Chemistry 2002,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,01-Apr,757,Individual,Koichi Tanaka,03/08/1959,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,,,Alive,1959,43,40-50
2002,Chemistry,The Nobel Prize in Chemistry 2002,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,01-Feb,758,Individual,Kurt W??thrich,04/10/1938,Aarberg,Switzerland,Male,Eidgen??ssische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,Alive,1938,64,60-70
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",01-Feb,759,Individual,Daniel Kahneman,05/03/1934,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,"Princeton, NJ",United States of America,,,Alive,1934,68,60-70
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",01-Feb,760,Individual,Vernon L. Smith,01/01/1927,"Wichita, KS",United States of America,Male,George Mason University,"Fairfax, VA",United States of America,,,Alive,1927,75,70+
2002,Literature,The Nobel Prize in Literature 2002,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,01-Jan,761,Individual,Imre Kert??sz,09/11/1929,Budapest,Hungary,Male,,,,31/03/2016,Budapest,Hungary,1929,73,70+
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,for their discoveries concerning genetic regulation of organ development and programmed cell death',01-Mar,750,Individual,Sydney Brenner,13/01/1927,Germiston,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,,,Alive,1927,75,70+
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,for their discoveries concerning genetic regulation of organ development and programmed cell death',01-Mar,751,Individual,H. Robert Horvitz,08/05/1947,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,Alive,1947,55,50-60
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,for their discoveries concerning genetic regulation of organ development and programmed cell death',01-Mar,752,Individual,John E. Sulston,27/03/1942,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,,,Alive,1942,60,60-70
2002,Peace,The Nobel Peace Prize 2002,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",01-Jan,762,Individual,Jimmy Carter,01/10/1924,"Plains, GA",United States of America,Male,,,,,,Alive,1924,78,70+
2002,Physics,The Nobel Prize in Physics 2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",01-Apr,753,Individual,Raymond Davis Jr.,14/10/1914,"Washington, DC",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,31/05/2006,"Blue Point, NY",United States of America,1914,88,70+
2002,Physics,The Nobel Prize in Physics 2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",01-Apr,754,Individual,Masatoshi Koshiba,19/09/1926,Toyohashi,Japan,Male,University of Tokyo,Tokyo,Japan,,,Alive,1926,76,70+
2002,Physics,The Nobel Prize in Physics 2002,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",01-Feb,755,Individual,Riccardo Giacconi,06/10/1931,Genoa,Italy,Male,Associated Universities Inc.,"Washington, DC",United States of America,,,Alive,1931,71,70+
2003,Chemistry,The Nobel Prize in Chemistry 2003,for discoveries concerning channels in cell membranes; for the discovery of water channels,01-Feb,769,Individual,Peter Agre,30/01/1949,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,Alive,1949,54,50-60
2003,Chemistry,The Nobel Prize in Chemistry 2003,for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels,01-Feb,770,Individual,Roderick MacKinnon,19/02/1956,"Burlington, MA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,,,Alive,1956,47,40-50
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,for methods of analyzing economic time series with time-varying volatility (ARCH),01-Feb,771,Individual,Robert F. Engle III,10/11/1942,"Syracuse, NY",United States of America,Male,New York University,"New York, NY",United States of America,,,Alive,1942,61,60-70
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,for methods of analyzing economic time series with common trends (cointegration),01-Feb,772,Individual,Clive W.J. Granger,04/09/1934,Swansea,United Kingdom,Male,University of California,"San Diego, CA",United States of America,27/05/2009,"San Diego, CA",United States of America,1934,69,60-70
2003,Literature,The Nobel Prize in Literature 2003,who in innumerable guises portrays the surprising involvement of the outsider,01-Jan,763,Individual,John M. Coetzee,09/02/1940,Cape Town,South Africa,Male,,,,,,Alive,1940,63,60-70
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,for their discoveries concerning magnetic resonance imaging,01-Feb,764,Individual,Paul C. Lauterbur,06/05/1929,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,27/03/2007,"Urbana, IL",United States of America,1929,74,70+
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,for their discoveries concerning magnetic resonance imaging,01-Feb,765,Individual,Sir Peter Mansfield,09/10/1933,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,08/02/2017,,Alive,1933,70,70+
2003,Peace,The Nobel Peace Prize 2003,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,01-Jan,773,Individual,Shirin Ebadi,21/06/1947,Hamadan,Iran,Female,,,,,,Alive,1947,56,50-60
2003,Physics,The Nobel Prize in Physics 2003,for pioneering contributions to the theory of superconductors and superfluids,01-Mar,766,Individual,Alexei A. Abrikosov,25/06/1928,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,,,Alive,1928,75,70+
